Suburb,Address,Rooms,Type,Price,Distance,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,CouncilArea
Beaumaris,17 Summerhill Rd,3,h,680000,7.8,1,0,702,108,1950,-37.7391,144.9812,Darebin City Council
Bentleigh East,12 May St,2,h,1370000,7.8,1,1,233,180,1890,-37.7549,144.9611,Darebin City Council
Blackburn North,12 Killeen Av,5,h,953000,7.8,1,1,170,101,1890,-37.7508,144.9608,Darebin City Council
Brighton East,11 Sunlight Cr,4,h,735000,7.8,1,1,280,93,1900,-37.7429,144.952,Darebin City Council
Bulleen,67 Rocklea Rd,3,t,740000,7.8,2,1,255,164,2014,-37.7546,144.9713,Darebin City Council
Burnley,2b Cherrill St,3,t,640000,7.8,1,2,119,109,1995,-37.7403,144.9491,Darebin City Council
Burwood East,55 Hilltop Cr,3,h,1285000,6.7,1,2,579,143,1930,-37.74482,144.97499,Darebin City Council
Camberwell,29 Dominic St,4,h,1130000,7.8,1,2,735,127,1920,-37.7379,144.9623,Darebin City Council
Caroline Springs,4 Wavertree Av,3,h,1742000,7.8,2,4,482,256,2006,-37.7529,144.9534,Darebin City Council
Clarinda,12 Springs Rd,4,u,485000,7.8,2,1,0,96,1880,-37.7367,144.9701,Darebin City Council
Coburg,9 Deakin St,3,h,1278000,7.8,2,3,405,156,1930,-37.7464,144.959,Darebin City Council
Croydon,8 Taronga Cr,3,h,680000,7.8,1,2,462,72,1920,-37.7448,144.9478,Darebin City Council
Delahey,108 Copperfield Dr,4,u,451000,7.8,1,1,0,72,1970,-37.752,144.954,Darebin City Council
Glen Waverley,21 Ingleside Cr,4,h,1025000,7.8,1,3,336,112,1950,-37.7408,144.9558,Darebin City Council
Essendon,3/1 Cameron Rd,4,h,700000,7.8,1,1,138,102,2000,-37.7406,144.9555,Darebin City Council
Hampton,32 Retreat Rd,4,h,1150000,7.8,2,2,43,205,1930,-37.7456,144.9469,Darebin City Council
Mentone,108 Oak Av,3,h,605000,7.8,1,1,0,13,1969,-37.7519,144.9721,Darebin City Council
Newport,88 Maddox Rd,4,h,1150000,7.8,1,2,633,164,1990,-37.7531,144.9504,Darebin City Council
Ormond,26 Thompson St,5,h,655000,9.2,1,0,404,98,1950,-37.7305,144.9803,Darebin City Council
Altona,7/35 Grieve Pde,2,t,631000,9.2,1,1,178,120,2012,-37.7297,144.9645,Darebin City Council
Beaumaris,7 McNamara St,3,h,715000,9.2,2,2,173,120,2010,-37.7308,144.9832,Darebin City Council
Brunswick West,378 Albion St,3,h,864000,9.2,1,2,565,115,1950,-37.7283,144.969,Darebin City Council
Craigieburn,11 Abercarn Av,4,h,625000,9.2,1,2,104,138,2014,-37.7307,144.9826,Darebin City Council
Deer Park,37 Lee St,3,h,637000,9.2,1,4,498,97,1950,-37.7323,144.9833,Darebin City Council
Flemington,127 Princes St,3,h,950000,9.2,2,2,298,231,2013,-37.7308,144.9836,Darebin City Council
Heathmont,25 Westmore Dr,5,h,792000,9.2,2,1,320,131,1950,-37.7242,144.9612,Darebin City Council
Hoppers Crossing,22 Claremont Cr,3,h,990000,6.7,1,2,502,111,1910,-37.75014,144.96583,Darebin City Council
Ivanhoe East,46 McArthur Rd,3,h,1085000,6.7,1,1,409,406,1980,-37.74711,144.95659,Darebin City Council
Keilor East,11 David Av,4,h,996000,6.7,1,1,476,97,1930,-37.73883,144.95321,Darebin City Council
Meadow Heights,13 Manna Ct,3,h,1000000,6.7,1,1,371,107,1950,-37.73369,144.95599,Darebin City Council
Mitcham,53 Dunlavin Rd,4,h,1350000,6.7,2,1,404,172,1920,-37.7401,144.96505,Darebin City Council
Mitcham,15 Tirana St,3,h,1085000,6.7,2,1,430,155,1920,-37.7505,144.97649,Darebin City Council
North Warrandyte,39 Valias St,4,h,1300000,6.7,2,0,406,132,1930,-37.74601,144.94799,Darebin City Council
Greenvale,30 Wallace Dr,5,u,495000,7.8,1,0,388,69,1960,-37.7506,144.9694,Darebin City Council
Hadfield,34 Dickinson St,3,t,781000,7.8,1,1,0,112.9,2014,-37.7422,144.9604,Darebin City Council
Hawthorn East,63 Lingwell Rd,4,t,824000,7.8,1,2,120,113.8,1990,-37.7462,144.9795,Darebin City Council
Keilor East,112 Rachelle Rd,5,h,1500000,7.8,2,1,453,187,1910,-37.7503,144.9481,Darebin City Council
Keilor East,166 Rachelle Rd,4,h,1005000,7.8,2,1,172,135,1900,-37.7483,144.9634,Darebin City Council
Keilor East,17 Ronald Gr,3,h,825000,6.7,2,2,260,25,2010,-37.72699,144.98418,Darebin City Council
Lalor,87 Kingsway Dr,3,t,690000,6.7,1,1,64,109,2011,-37.75535,144.96481,Darebin City Council
Malvern,4 McArthur St,4,h,857000,6.7,1,1,236,97,1900,-37.73936,144.96454,Darebin City Council
Mill Park,25 Norwood Rd,3,h,996000,6.7,1,1,476,97,1930,-37.73883,144.95321,Darebin City Council
Montmorency,1A McCarthy Gr,5,h,1011000,6.7,2,2,500,145,1930,-37.72165,144.95853,Darebin City Council
Newport,45A Graham St,3,t,830000,6.7,2,2,275,142,2008,-37.73156,144.97087,Darebin City Council
Point Cook,12 Magnetic Av,4,h,715000,20.4,2,2,790,193,1990,-37.6558,144.8958,Hume City Council
Reservoir,4 Clements Gr,2,h,700000,20.4,2,2,600,300,2002,-37.65137,144.89972,Hume City Council
Seddon,59 Gamon St,2,h,800000,20.4,2,3,870,317,1999,-37.64775,144.9034,Hume City Council
Seddon,7 Tennyson St,2,h,770000,20.4,2,2,711,154,1985,-37.64297,144.88796,Hume City Council
Springvale,1 Whiteside St,2,h,880000,20.4,5,2,538,354,2015,-37.62591,144.87871,Hume City Council
Strathmore,19 Mascoma St,2,h,805000,20.4,2,4,624,260,2014,-37.62644,144.88999,Hume City Council
Werribee,9 Noelhurst Ct,4,h,640000,20.4,2,2,448,158,2016,-37.6102,144.88673,Hume City Council
Albion,13 Wyalong St,3,h,830000,13.1,1,1,779,102,1950,-37.71532,144.96508,Hume City Council
Aspendale Gardens,44 Sutherland Av,3,t,542000,13.1,1,1,642,123,2008,-37.7127,144.9746,Hume City Council
Bentleigh,12 Miles St,5,h,642000,13.1,2,1,685,121,1960,-37.6907,144.9613,Hume City Council
Bentleigh,1 Wyuna Ct,3,h,650000,13.1,1,4,616,94,1960,-37.71245,144.97059,Hume City Council
Bentleigh East,73 Stockdale Av,3,h,635000,12.4,2,2,567,116,1950,-37.7102,144.9703,Hume City Council
Boronia,19 Rathmullen Rd,3,t,460000,12.4,1,1,314,112,1970,-37.7066,144.9733,Hume City Council
Braybrook,305 Ballarat Rd,3,h,650000,12.4,1,3,602,97,1950,-37.7144,144.9737,Hume City Council
Broadmeadows,5 Marong Ct,3,h,750000,12.4,2,1,613,219,1970,-37.7034,144.9666,Hume City Council
Bundoora,89 Josef Av,5,h,631000,12.4,2,2,297,133,2012,-37.6994,144.9686,Hume City Council
Carlton,26 Tyne St,3,h,562000,12.4,2,2,374,136,2005,-37.7056,144.9671,Hume City Council
Carrum Downs,27 Arcadia St,3,h,850000,13.1,3,3,367,217,2012,-37.71734,144.97057,Hume City Council
Caulfield South,11 Russell St,5,h,728000,13.1,1,4,584,122,1960,-37.70428,144.96717,Hume City Council
Craigieburn,20 Dashing Rd,4,h,660000,12.4,1,2,585,88,1960,-37.695,144.9676,Hume City Council
Craigieburn,37 Escapade Bvd,5,h,741000,12.4,1,3,578,128,1960,-37.6966,144.9695,Hume City Council
Croydon,11 Alwyn St,2,u,532000,12.4,2,1,207,205,2007,-37.7049,144.9631,Hume City Council
Hampton,38 Myrtle Rd,4,h,716000,20.6,2,6,1005,160,1995,-37.60574,144.92548,Hume City Council
Hampton,54 Linacre Rd,4,t,310000,20.6,1,1,38,114,2013,-37.57467,144.92229,Hume City Council
Hampton,65 Linacre Rd,5,h,510000,20.6,2,2,350,161,2014,-37.56883,144.90887,Hume City Council
Hampton,70 Highett Rd,5,h,615000,20.6,1,3,693,144,1970,-37.594,144.9292,Hume City Council
Hampton,52 Service St,4,h,595000,20.6,1,0,641,110,1990,-37.61114,144.93683,Hume City Council
Hampton,18 Kanowna St,4,h,695000,20.6,2,2,480,232,2015,-37.59288,144.89706,Hume City Council
Hampton East,4/332 South Rd,2,h,770000,20.6,2,2,589,405,2016,-37.56926,144.91269,Hume City Council
Hawthorn,6a Scott St,4,h,470000,20.6,2,2,328,0,2004,-37.61388,144.9227,Hume City Council
Hawthorn,4 Bowen St,4,t,380000,20.6,1,1,99,98,2015,-37.57452,144.91706,Hume City Council
Hawthorn,2/5 Finchley Ct,2,h,630000,20.6,2,2,610,198,2003,-37.61958,144.92492,Hume City Council
Hawthorn,8/1 Muir St,3,h,655000,20.6,2,2,448,219,2015,-37.57287,144.91884,Hume City Council
Hawthorn,78/8 Wallen Rd,4,h,435000,20.6,1,1,313,97,2010,-37.59627,144.91243,Hume City Council
Hawthorn,2/21 Elphin Gr,2,h,565100,20.6,2,2,350,172,2016,-37.56741,144.91028,Hume City Council
Hawthorn,22/9 Lisson Gr,1,h,516000,20.6,2,1,262,138,2012,-37.56912,144.90486,Hume City Council
Hawthorn,1/4 Hill St,2,h,735000,20.6,2,2,771,255,2006,-37.57383,144.92424,Hume City Council
Hawthorn,5/29 Elphin Gr,2,h,552000,20.6,2,2,448,143,2010,-37.57869,144.91069,Hume City Council
Hawthorn,10/150 Barkers Rd,2,h,515000,20.6,1,2,495,138,2008,-37.58131,144.93038,Hume City Council
Heidelberg Heights,97 Edwin St,2,h,590000,20.6,2,2,448,0,2009,-37.60902,144.91279,Hume City Council
Heidelberg Heights,6/34 Bonar St,3,h,715000,20.6,2,2,764,237,2010,-37.60438,144.92017,Hume City Council
Heidelberg Heights,5 Burns Ct,3,h,688500,20.6,2,2,653,211,2000,-37.63105,144.92753,Hume City Council
Heidelberg Heights,15 Outhwaite Rd,4,h,515500,20.6,1,4,651,117,1990,-37.60329,144.93948,Hume City Council
Heidelberg West,23 Catalina St,2,h,540000,20.6,1,2,649,167,1990,-37.59189,144.9215,Hume City Council
Heidelberg West,5 Barce Pl,4,h,583000,20.6,2,4,731,170,1992,-37.60894,144.92786,Hume City Council
Heidelberg West,111 Ramu Pde,3,h,700000,20.6,2,2,502,229,2010,-37.58047,144.90524,Hume City Council
Heidelberg West,22 Kokoda St,2,h,705000,20.6,2,2,498,317,2000,-37.63457,144.93155,Hume City Council
Heidelberg West,262 Liberty Pde,3,h,590000,20.6,2,2,512,200.7,2007,-37.58505,144.93592,Hume City Council
Hughesdale,19 Canterbury St,3,h,390000,20.6,1,1,301,109,2001,-37.58739,144.92619,Hume City Council
Hughesdale,4/89 Kangaroo Rd,2,h,460000,20.6,2,3,266,153,2000,-37.63544,144.93274,Hume City Council
Hughesdale,105/175 Kangaroo Rd,2,u,790000,2.1,1,2,6367,75,1930,-37.7967,144.98363,Yarra City Council
Hughesdale,1051 North Rd,2,u,545000,2.1,1,1,1730,60,2011,-37.79636,144.98394,Yarra City Council
Ivanhoe,20 Locksley Rd,4,t,1100000,1.6,2,1,81,136,1990,-37.7976,144.9778,Yarra City Council
Ivanhoe,3/11 Oriel Rd,3,u,490000,2.1,1,1,0,57,2013,-37.80348,144.98257,Yarra City Council
Ivanhoe,6/14 Athelstane Gr,2,h,1460000,1.6,1,0,0,105,1890,-37.8006,144.9814,Yarra City Council
Ivanhoe,33 Livingstone St,3,t,880000,1.6,2,2,0,105,2000,-37.7953,144.9775,Yarra City Council
Ivanhoe,44 Beatty St,5,h,1250000,1.6,1,1,113,105,1890,-37.7966,144.9821,Yarra City Council
Ivanhoe,32 Ailsa Gr,3,h,1950000,1.6,1,0,177,152,1890,-37.7999,144.9759,Yarra City Council
Ivanhoe,13 Jellicoe St,3,h,1620000,1.6,2,1,132,165,1880,-37.8004,144.9768,Yarra City Council
Ivanhoe,3 Scotts Pde,4,u,850000,1.6,2,1,2782,115,2000,-37.8005,144.9787,Yarra City Council
Ivanhoe,103 Waterdale Rd,3,h,1122000,1.6,1,0,106,101,1890,-37.7968,144.9781,Yarra City Council
Kealba,4 Woolstone Cl,4,h,800000,1.6,2,1,64,138,1995,-37.7956,144.9804,Yarra City Council
Keilor East,26 Norwood Dr,3,t,710000,1.6,1,1,0,90,2002,-37.7953,144.9775,Yarra City Council
Kensington,2/65 Bayswater Rd,2,u,415000,1.6,1,1,3701,62,2005,-37.809,144.9911,Yarra City Council
Kensington,4/130 Kensington Rd,2,u,1326000,1.6,2,1,0,190,2013,-37.8032,144.9842,Yarra City Council
Kensington,10 Altona St,2,h,981000,1.6,1,0,188,107,1900,-37.7964,144.9923,Yarra City Council
Kensington,114/71 Henry St,1,u,683000,1.6,1,1,0,92,1900,-37.8035,144.985,Yarra City Council
Kensington,51 Rankins Rd,2,h,1095000,2,1,0,151,88,1900,-37.79853,144.99256,Yarra City Council
Kensington,407/72 Altona St,2,t,931000,2,1,1,109,90,2001,-37.79737,144.98492,Yarra City Council
Moonee Ponds,36 Aberfeldie St,3,u,535000,1.6,1,1,0,63,1970,-37.7981,144.9883,Yarra City Council
Moonee Ponds,7/110 Maribyrnong Rd,1,h,955000,3,2,2,86,122,2004,-37.79686,144.99621,Yarra City Council
Mount Waverley,25 Carrol Gr,4,h,855000,3,2,1,92,116,2004,-37.79683,144.99586,Yarra City Council
Niddrie,19 Nolan St,3,h,1200000,2.5,2,1,113,110,1880,-37.8056,144.993,Yarra City Council
Parkdale,22 Keith St,4,h,1447500,2.5,3,1,166,174,2012,-37.8017,145.0001,Yarra City Council
Pascoe Vale,21 Stennis St,3,h,1705000,3.6,1,1,139,116,1900,-37.79068,144.97824,Moreland City Council
Richmond,182 Buckingham St,3,h,1400000,3.6,1,1,164,93,1890,-37.77796,144.98374,Moreland City Council
Richmond,51 Garfield St,3,h,1870000,3.6,3,1,248,173,1890,-37.7833,144.98521,Moreland City Council
St Albans,46A Collins St,3,t,930000,3.4,2,1,124,116,2000,-37.7934,144.9923,Yarra City Council
Sunshine,43 Duke St,3,h,1370000,3.4,2,1,176,135,1890,-37.7921,144.9898,Yarra City Council
Surrey Hills,2/52 Barton St,2,u,885500,3.4,2,2,0,136,2005,-37.7937,144.9983,Yarra City Council
Taylors Hill,27 Lucas Tce,3,t,825000,3.4,3,1,67,119,2010,-37.7946,144.9989,Yarra City Council
Templestowe Lower,124 Swanston St,3,h,2200000,3.6,1,1,242,143,1880,-37.7873,144.9911,Moreland City Council
Thornbury,1/24 Dundas St,2,h,3100000,3.6,2,2,293,246,1920,-37.7907,145.00008,Yarra City Council
Abbotsford,2 Federation La,3,h,1369000,3.6,2,1,174,160,1999,-37.79335,144.98857,Yarra City Council
Alphington,10/14 Yarralea St,1,h,1250000,3.4,1,0,158,95,1890,-37.7925,144.9995,Yarra City Council
Avondale Heights,7A Downland Sq,4,h,1652500,3.4,1,0,276,170,1904,-37.7933,144.9938,Yarra City Council
Brunswick,25 Ford St,3,u,330000,3.5,1,1,0,32,1970,-37.777,144.9836,Moreland City Council
Brunswick West,1 Egginton St,4,h,1055000,3.5,1,0,192,85.2,1910,-37.7793,144.9879,Moreland City Council
Brunswick West,27 Halpin St,3,h,1780000,3.6,2,1,150,133,1890,-37.78109,144.97939,Moreland City Council
Chelsea Heights,17 Amaroo Dr,4,u,700000,3.5,2,1,4332,85,2010,-37.7846,144.9785,Moreland City Council
Cheltenham,4 Allnutt Ct,3,h,860000,3.5,1,0,104,70,1880,-37.7927,144.9796,Moreland City Council
Cheltenham,44 Eunice Dr,3,h,1008000,3.5,1,1,150,77,1890,-37.7833,144.9819,Moreland City Council
Clayton,1/10 Morton St,3,t,1015000,3.5,2,1,112,145,2000,-37.7912,144.9825,Moreland City Council
Coburg,34 Soudan St,2,t,1600000,3.5,3,1,188,129,2000,-37.7829,144.9788,Moreland City Council
Collingwood,147 Easey St,2,h,1950000,3.5,2,2,233,216,1890,-37.7786,144.9818,Moreland City Council
Fawkner,16 Wurruk St,3,h,1785000,3.5,2,1,188,165,1900,-37.7815,144.9869,Moreland City Council
Glenroy,1/8 York St,3,h,1290000,3.5,1,0,136,92,1890,-37.7819,144.9824,Moreland City Council
Lalor,1/11 Maxwell St,2,t,750000,3.5,2,2,0,95,2002,-37.7761,144.9792,Moreland City Council
Melton,102 Palmerston St,4,h,937500,3.5,1,0,100,72,1890,-37.788,144.9791,Moreland City Council
Mill Park,2/7 Bradley Dr,2,h,1300000,3.5,2,0,127,135,1890,-37.7851,144.9809,Moreland City Council
Windsor,8/14 Newry St,2,h,2150000,3.5,2,0,202,307,1898,-37.7835,144.9867,Moreland City Council
Yallambie,340 Yallambie Rd,3,h,1581000,3.5,1,0,193,132,1910,-37.7836,144.985,Moreland City Council
Yallambie,4 Coleen St,3,u,602000,3.5,1,1,0,48,1980,-37.7794,144.989,Moreland City Council
Yallambie,2 Debra Ct,3,h,1450000,3.5,2,1,118,103,1905,-37.7839,144.9807,Moreland City Council
Yarraville,7/87 Gamon St,3,h,1350000,5.3,2,2,264,188,1996,-37.76898,144.9858,Darebin City Council
Yarraville,41 Sussex St,3,u,680000,5.5,2,1,1106,70,2009,-37.7679,144.9994,Darebin City Council
Yarraville,113 Anderson St,3,h,1300000,5.5,1,0,191,108,1915,-37.7717,144.995,Darebin City Council
Yarraville,64 Bishop St,3,h,1335000,5.3,1,1,390,112,1920,-37.76588,144.99731,Darebin City Council
Yarraville,29 Frederick St,4,h,1286000,5.5,1,1,245,108,1890,-37.7662,145.0096,Darebin City Council
Yarraville,7 Stewart St,4,h,1382500,5.5,2,2,286,188,2007,-37.7708,145.0054,Darebin City Council
Yarraville,347 Williamstown Rd,3,h,2000000,5.5,2,2,772,257,1992,-37.7813,145.0065,Darebin City Council
Yarraville,2/382 Williamstown Rd,2,h,1020000,5.5,1,2,347,115,1935,-37.763,144.9886,Darebin City Council
Yarraville,20 Grace St,3,u,605000,5.5,1,2,0,65,2000,-37.7828,145.0096,Darebin City Council
Yarraville,122 Blackwood St,4,h,2175000,5.5,2,1,573,186,1890,-37.7707,144.9924,Darebin City Council
Yarraville,38 Benbow St,2,h,888000,5.5,1,1,190,102,1985,-37.7667,144.9909,Darebin City Council
Yarraville,23 Castlemaine St,3,h,1020000,5.5,1,1,354,97,1920,-37.7638,144.9933,Darebin City Council
Yarraville,16/11 Berry St,3,h,844000,5.5,1,1,174,106,1995,-37.7642,144.9963,Darebin City Council
Yarraville,6/37 Stephen St,3,t,701000,5.5,1,1,0,109,2000,-37.7711,145.013,Darebin City Council
Aberfeldie,1 Chisholm St,3,h,1095000,5.5,1,2,306,86,1910,-37.7644,145.004,Darebin City Council
Bellfield,305 Bell St,3,h,1225000,5.5,1,2,307,135,1910,-37.764,144.9976,Darebin City Council
Bellfield,2/2 Harrison St,3,h,1420000,5.5,1,1,465,137,1890,-37.7662,144.9889,Darebin City Council
Brunswick East,10 Harrison St,3,h,1340000,5.5,1,1,297,108,1910,-37.7627,144.9986,Darebin City Council
Brunswick East,55 King St,4,h,910000,5.5,1,1,150,81,1995,-37.7665,144.9955,Darebin City Council
Brunswick East,94 Barkly St,4,h,1950000,5.3,1,2,581,112,1910,-37.77826,144.99994,Darebin City Council
Brunswick East,21 Roberts St,3,h,1680000,5.3,2,1,276,135,1910,-37.77984,144.99786,Darebin City Council
Brunswick East,201/218 Lygon St,2,h,1515000,5.3,1,2,318,161,1920,-37.7631,144.99884,Darebin City Council
Burnley,12 Loyola Gr,2,t,1400000,7,2,2,219,180,2016,-37.75982,145.0045,Darebin City Council
Burnley,148 Stawell St,2,h,1000000,7,1,1,353,104,1920,-37.75762,145.01134,Darebin City Council
Burnley,154 Stawell St,3,u,880000,6.5,1,2,242,117,1995,-37.7639,145.0135,Darebin City Council
Carlton,130 Rathdowne St,4,h,1100000,6.5,1,1,330,132,1930,-37.7629,145.0165,Darebin City Council
Carlton,30/188 Faraday St,2,u,493000,7,1,1,0,65,1970,-37.75257,145.00279,Darebin City Council
Essendon West,461 Buckley St,3,t,805000,6.5,1,2,164,95,2009,-37.7536,144.9825,Darebin City Council
Essendon West,4/63 Hampton Rd,4,u,365000,6.5,1,1,0,40,1970,-37.7544,145.0092,Darebin City Council
Essendon West,4/426 Buckley St,3,h,701000,6.5,3,2,273,71,1958,-37.7583,145.0174,Darebin City Council
Fawkner,18 Pitt St,4,t,910500,6.5,2,2,157,144,2010,-37.759,144.988,Darebin City Council
Fawkner,1/12 Brooks St,3,h,1110000,6.5,1,1,562,156,1950,-37.7602,144.9878,Darebin City Council
Fawkner,3 Syndal St,3,u,383000,6.5,1,1,0,44,1965,-37.7539,145.0075,Darebin City Council
Fawkner,21 Penn Ct,4,u,438000,6.5,1,1,0,66,1970,-37.7541,145.0088,Darebin City Council
Fawkner,34a Preston St,3,h,1250000,6.5,2,3,297,234,2013,-37.7617,145.0117,Darebin City Council
Fawkner,2 Murray St,4,h,1570000,6.5,2,1,377,377,1920,-37.7578,145.0076,Darebin City Council
Hawthorn East,7/11 Harts Pde,2,u,486000,6.5,1,1,0,66,1960,-37.761,145.0055,Darebin City Council
Hawthorn East,503 Tooronga Rd,3,h,928500,6.5,2,2,538,150,1960,-37.7595,145.0241,Darebin City Council
Hawthorn East,16/799 Burwood Rd,2,h,1380000,6.5,2,1,359,128,1920,-37.7565,144.9906,Darebin City Council
Hawthorn East,13 Clive Rd,4,t,756000,7,1,1,0,103,2010,-37.75267,145.00362,Darebin City Council
Hawthorn East,91 Rathmines Rd,4,h,1250000,7,1,2,695,133,1960,-37.75506,145.01841,Darebin City Council
Hawthorn East,4 Temple St,6,h,1530000,7,1,2,442,127,1950,-37.76113,144.99212,Darebin City Council
Hawthorn East,5/80 Campbell Rd,1,h,1271000,7,1,2,470,151,1950,-37.75937,145.01534,Darebin City Council
Heidelberg,4/71 Rosanna Rd,3,h,2070000,7,3,2,530,251,2016,-37.76281,145.01986,Darebin City Council
Heidelberg,13 Hodgson St,3,h,1192000,7,1,2,455,139,1952,-37.75949,145.02395,Darebin City Council
Heidelberg,6 Bolden St,5,h,1110000,7,1,0,396,113,1930,-37.75358,144.98534,Darebin City Council
Heidelberg,14 Adamson St,3,h,751000,8.8,1,0,148,3,1950,-37.7428,145.0081,Darebin City Council
Heidelberg,36 Buckingham Dr,3,h,900000,8.8,1,1,472,147,1965,-37.745,145.0139,Darebin City Council
Ivanhoe East,271 The Boulevard,5,h,810000,8.8,1,1,421,97,1930,-37.738,145.0064,Darebin City Council
Ivanhoe East,10 Carmichael St,4,u,300000,8.8,1,1,0,67,2005,-37.7441,144.9999,Darebin City Council
Kingsville,52a Williamstown Rd,2,h,890000,8.8,1,3,493,95,1950,-37.74,144.9821,Darebin City Council
Kingsville,2/57 Kingsville St,1,h,860000,8.8,2,1,415,138,1925,-37.7481,145.0017,Darebin City Council
Kingsville,57 Wales St,3,h,630000,8.8,1,1,372,82,1940,-37.7348,144.9852,Darebin City Council
Kingsville,2/35 Kingsville St,1,u,610000,8.8,1,1,126,79,1970,-37.7523,145.0091,Darebin City Council
Murrumbeena,1/22 Gerald St,4,h,1121000,8.8,2,3,604,123,1925,-37.7438,144.9971,Darebin City Council
Murrumbeena,1d Bute St,3,h,1000000,8.8,1,3,624,145,1950,-37.7373,144.9864,Darebin City Council
Oakleigh,5 Eastgate St,5,h,910000,8.8,1,1,674,90,1955,-37.7341,145.0275,Darebin City Council
Preston,173 Raglan St,5,h,830000,8.4,1,2,540,540,1965,-37.73935,145.01517,Darebin City Council
Reservoir,69 Chauvel St,5,h,1350000,8.4,3,4,525,266.8,2014,-37.75017,145.01204,Darebin City Council
Reservoir,9 Kelverne St,3,h,961000,8.4,1,2,529,144,1970,-37.75049,145.02099,Darebin City Council
Riddells Creek,53 Bluegum Cct,4,h,1495000,8.4,1,3,653,197,1935,-37.74189,144.98967,Darebin City Council
Sunshine West,7 Arnold St,4,h,910000,8.4,1,2,276,96,1965,-37.75277,145.00734,Darebin City Council
Templestowe,19 Dena Ct,4,h,650000,8.4,1,2,200,112,2016,-37.7443,145.01791,Darebin City Council
Thornbury,19 Alston St,3,u,505000,8.4,1,1,102,43,2000,-37.74679,145.01394,Darebin City Council
Vermont South,3 Terrara Ct,4,h,1076000,12,1,3,601,98,1950,-37.7199,144.9942,Darebin City Council
Bundoora,71 Settlement Rd,5,t,710000,12,2,1,126,138,2013,-37.72357,144.98562,Darebin City Council
